Paragraph Number,Paragraph Style,First Line Indent (cm),Hanging Indent (cm),Font Name,Font Size,Character Count,Word Count,Tab Count,Equals Sign Count,Is Italic,Is Bold,Text,Numbering Type,List Value,Within Table,Paragraph Range
611,H1,0.0,0.0,Impact,15.0,38,6,0,0,No,No,Creating a Strategy Supportive Culture,0,0,False,"[110396, 110436]"
612,t,0.0,3.0,ZapfEllipt BT,9999999.0,849,130,0,0,No,No,"Organizational culture is the pattern of values, norms, beliefs, attitudes and assumptions that may not have been articulated. Organizational culture shapes and controls behaviour within the organization and it influences how people respond to a situation within the work environment. Strategy implementation is a set of decisions and actions that result in formulation and implementation of long term plans designed to achieve organizational objectives. Organizational culture affects how members make decisions, the way they interpret and manage the organizational environment and it can be used to achieve competitive advantage and promote stakeholders’ interest. It is said to be the foundation of strategy implementation. The following elements should be taken into consideration for creating strategy supportive culture in the organization:",0,0,False,"[110436, 111291]"
613,M5,0.0,0.0,Book Antiqua,9.5,42,7,0,0,No,Yes,"Creating a strategy supportive culture  ",0,0,True,"[111291, 111333]"
614,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[111333, 111334]"
615,M5,0.0,0.0,Book Antiqua,9.5,0,1,0,0,No,No,,0,0,True,"[111334, 111336]"
616,M5,0.0,0.0,Book Antiqua,9.5,0,1,0,0,No,No,,0,0,True,"[111336, 111337]"
617,M5,0.0,0.0,Book Antiqua,9.5,0,1,0,0,No,No,,0,0,True,"[111337, 111338]"
618,M5,0.0,0.0,Book Antiqua,9.5,0,1,0,0,No,No,,0,0,True,"[111338, 111339]"
619,M5,0.0,0.0,Book Antiqua,9.5,0,1,0,0,No,No,,0,0,True,"[111339, 111340]"
620,Normal,0.0,0.0,Calibri,11.0,0,1,0,0,No,No,,0,0,True,"[111340, 111341]"
621,Normal,0.0,0.0,Calibri,11.0,0,1,0,0,No,No,,0,0,True,"[111341, 111342]"
622,Normal,0.0,0.0,Calibri,11.0,0,1,0,0,No,No,,0,0,True,"[111342, 111343]"
623,Normal,0.0,0.0,Calibri,11.0,0,1,0,0,No,No,,0,0,True,"[111343, 111344]"
624,Normal,0.0,0.0,Calibri,11.0,0,1,0,0,No,No,,0,0,True,"[111344, 111345]"
625,Normal,0.0,0.0,Calibri,11.0,0,1,0,0,No,No,,0,0,True,"[111345, 111346]"
626,Normal,0.0,0.0,Calibri,11.0,0,1,0,0,No,No,,0,0,True,"[111346, 111347]"
627,Normal,0.0,0.0,Calibri,11.0,0,1,0,0,No,No,,0,0,True,"[111347, 111348]"
628,M5,0.0,0.0,Book Antiqua,1.5,1,1,0,0,No,No,,0,0,True,"[111348, 111349]"
629,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[111349, 111350]"
630,tt,-0.65,3.65,ZapfEllipt BT,9.5,469,79,1,0,No,Yes,"1.	Build change culture: One of the essential requirements of creating strategy supportive culture is to build change culture and system in the organization. The environmental factors are dynamic and changeable based on time and situation.  Therefore, there must be the provision of flexibility in each and every functional area of the organization. It is essential to make adaptation of organizational activities based on changing external environment of the business.",0,0,False,"[111350, 111822]"
631,tt,-0.65,3.65,ZapfEllipt BT,9.5,500,84,1,0,No,Yes,"2.	Fix personal accountability: The work should be assigned among the employees based on their experience and expertise. Along with assignment of job, it is also essential to allocate necessary resources and provide proper instruction and guidance to the employees. All the individual and group of employees should be accountable for accomplishment of assigned jobs in an effective way. It can facilitate for proper utilization of resources which would be supportive for maximization of productivity.",0,0,False,"[111822, 112324]"
632,tt,-0.65,3.65,ZapfEllipt BT,9.5,434,75,1,0,No,Yes,"3.	Establish core values: One of the essential elements of creating strategy supportive culture is to establish core values and standards of the organization that communicate its purpose. Core values are the means that guide employees for showing standard of behaviour and providing services to the visitors and customers. It is the basis of maintaining and improving prestige, reputation and image of the organization in the society.",0,0,False,"[112324, 112762]"
633,tt,-0.65,3.65,ZapfEllipt BT,9.5,543,93,1,0,No,Yes,"4.	Training and development: Training and development of subordinate and managerial level employees is essential for improving their job-related knowledge and skills. It is essential because expert employees at present would not be expert in future because of emerging new concept, idea, and knowledge in every sector of discipline. When employees participate in training and development programs, they can learn new knowledge and information emerged in their own area of functions. It facilitates to improve their future level of performance.",0,0,False,"[112762, 113307]"
634,tt,-0.65,3.65,ZapfEllipt BT,9.5,611,100,1,0,No,Yes,"5.	Incentive based on performance: Incentives provided to the employees based on their performance is an important means of creating strategy supportive culture in the organization. In this approach, incentives are provided to the employees on the basis of their contribution in the organization. For payment of incentives the importance is given on employees' efficiency and outcome. The employees having high level of performance would get better incentives. Performance based incentives can provide a level of standardization in employee evaluations, which can make the clear expectation of the organization.",0,0,False,"[113307, 113920]"
635,tt,-0.65,3.65,ZapfEllipt BT,9.5,502,80,1,0,No,Yes,"6.	Empower employees: One of the critical aspects of culture’s impact on strategy execution is its influence on employee empowerment and motivation. When employees get independency for accomplishment of assigned jobs and participate in decision making process, they feel responsible for doing jobs effectively. They try to accomplish assigned jobs according to their best of skills and efficiency. It would be supportive for effective execution of strategies and improving organizational effectiveness.",0,0,False,"[113920, 114426]"
636,tt,-0.65,3.65,ZapfEllipt BT,9.5,480,75,1,0,No,Yes,"7.	Identify and monitor risks: An important element of creating a strategy supportive culture is to identify and monitor risks associated with changing competitive environment. It is the systematic process of identifying, assessing and minimizing threat that can affect the business activities of the organization. It facilitates to maintain continuous observation over the changing environmental factors and their probable impact over the business activities of the organization.",0,0,False,"[114426, 114908]"
637,tt,-0.65,3.65,ZapfEllipt BT,9.5,556,88,1,0,No,Yes,"8.	Effective leadership:  Leadership commitment and effectiveness is an important means of creating strategy supporting culture in the organization. All the activities of an organization totally depend on vision and direction of leader. Therefore, leader needs to show clear vision about the objectives of the organization and how that objectives would be achieved effectively. By focusing future objectives and strategies, leader needs to provide necessary resources and proper guidance and instruction to the subordinates for their effective performance.",0,0,False,"[114908, 115466]"
638,H1,0.0,0.0,Impact,15.0,23,4,0,0,No,No,McKinsey’s 7s Framework,0,0,False,"[115466, 115491]"
639,t,0.0,3.0,ZapfEllipt BT,9.5,651,107,0,0,No,No,"The McKinsey’s 7s framework is a strategic tool that support to design structure for maintaining coordination and control over the activities of the organization. It focuses that there are seven internal factors of an organization that need to be aligned and linked for effective execution of strategies to achieve high level of performance achievement. These seven elements categorize into two consisting of hard elements and soft elements. The hard elements include strategy, structure and system whereas soft elements include shared values, style, staff and skills. A brief explanation of these seven elements of McKinsey’s framework is as follows:",0,0,False,"[115491, 116144]"
640,xtt,0.0,3.25,ZapfEllipt BT,9.0,23,4,0,0,No,Yes,McKinsey’s 7s Framework,0,0,False,"[116144, 116169]"
641,xt,0.0,3.25,ZapfEllipt BT,9.0,12,5,1,0,No,No,1.	Structure,0,0,False,"[116169, 116182]"
642,xt,0.0,3.25,ZapfEllipt BT,9.0,11,5,1,0,No,No,2.	Strategy,0,0,False,"[116182, 116194]"
643,xt,0.0,3.25,ZapfEllipt BT,9.0,10,5,1,0,No,No,3.	Systems,0,0,False,"[116194, 116205]"
644,xt,0.0,3.25,ZapfEllipt BT,9.0,9,5,1,0,No,No,4.	Skills,0,0,False,"[116205, 116215]"
645,xt,0.0,3.25,ZapfEllipt BT,9.0,9,5,1,0,No,No,5.	Styles,0,0,False,"[116215, 116225]"
646,xt,0.0,3.25,ZapfEllipt BT,9.0,8,5,1,0,No,No,6.	Staff,0,0,False,"[116225, 116234]"
647,xt,0.0,3.25,ZapfEllipt BT,9.0,17,6,1,0,No,No,7. 	Shared Values,0,0,False,"[116234, 116252]"
648,tt,-0.65,3.65,ZapfEllipt BT,9.5,302,51,1,0,No,Yes,"1.	Structure: Structure refers to designing organization which includes hierarchy of authority, chain of command, authority-responsibility relationship, and division of work. It also includes development of rules, regulation, working procedures and system for effective functioning of the organization.",0,0,False,"[116252, 116556]"
649,tt,-0.65,3.65,ZapfEllipt BT,9.5,395,71,1,0,No,Yes,"2.	Strategy: Strategy refers to determination of fundamental long-term objectives of an organization, selecting a course of action, and allocation of resources essential for achieving these objectives. It is the means of obtaining competitive advantages of the organization through the proper use of resources. A well-designed strategy is aligned with the other six elements of the 7s framework.",0,0,False,"[116556, 116953]"
650,tt,-0.65,3.65,ZapfEllipt BT,9.5,348,58,1,0,No,Yes,3.	Systems: Systems refers to the business process and operational procedures that can support for systematic functioning of regular activities. They include physical and technical infrastructure that can support for chain of decision making for solution of work-related problems and issues. They facilitate for smooth functioning of routine works.,0,0,False,"[116953, 117303]"
651,tt,-0.65,3.65,ZapfEllipt BT,9.5,367,64,1,0,No,Yes,"4.	Skills: Skills refer to the expertise and competency gained by the employees through experience and practices. They are the means of successful completion of assigned jobs. They support to maintain high level of standard of performance. Therefore, it is the responsibility of management to identify the skills gaps and organize relevant employee training programs.",0,0,False,"[117303, 117672]"
652,tt,-0.65,3.65,ZapfEllipt BT,9.5,344,60,1,0,No,Yes,"5.	Styles: Styles refer to the leadership style implemented by the manager in the organization. The management styles may be autocratic, democratic, participative or laissez faire.  They specify the how managers lead to the organization. They are the means of influencing employee satisfaction, performance and productivity of the organization.",0,0,False,"[117672, 118018]"
653,tt,-0.65,3.65,ZapfEllipt BT,9.5,338,61,1,0,No,Yes,"6.	Staff: Staff refers to all the employees who are working in the organization from subordinate levels to top level of management. They are the dynamic resources and devoted time, effort and knowledge for successful functioning of the organization. How staff trained, engaged and rewarded are the matters of consideration for management.",0,0,False,"[118018, 118358]"
654,tt,-0.65,3.65,ZapfEllipt BT,9.5,344,61,1,0,No,Yes,"7.	Shared Values: Shared values are the commonly accepted standard and norms within the organization. They are the means that guide employees for showing standard of behaviour and providing services to the visitors and customers. They are the basis of maintaining and improving prestige, reputation and image of the organization in the society.",0,0,False,"[118358, 118706]"
655,M5,-0.32,2.86,Book Antiqua,9.5,0,1,0,0,No,No,,0,0,False,"[118706, 118707]"
656,Mtt,0.0,2.54,Bodoni MT Black,12.0,15,3,0,0,No,Yes,CHAPTER SUMMARY,0,0,False,"[118707, 118724]"
657,lt,0.0,2.54,Arial,10.0,46,7,0,0,No,Yes,Concept and process of strategy implementation,0,0,False,"[118724, 118773]"
658,Normal,0.0,2.54,Book Antiqua,9.0,538,89,0,0,No,Yes,"Concept: Strategy implementation refers to the execution of plans and strategies so as to achieve long term objectives of the organization. It involves the techniques and process through which the company develops, utilize and integrate its structure, culture, resource, people and control system to follow the strategies so as to gain competitive advantage in the market. It involves continuous environmental scanning, SWOT analysis, and identifying strategic issues based on the changing environment so as to achieve desired objectives.",0,0,False,"[118773, 119316]"
659,Normal,0.0,2.54,Book Antiqua,9.0,330,53,0,0,No,Yes,"Process: It involves various activities such as determination of annual objectives, formulation of polices, allocation of resources, providing instruction and guidance, and leading and controlling the activities of various levels of the organization. However, the following are the common steps of strategy implementation process:",0,0,False,"[119316, 119648]"
660,List Paragraph,-0.32,3.17,Book Antiqua,9.0,25,3,0,0,No,No,Operationalizing strategy,2,1,False,"[119648, 119674]"
661,List Paragraph,-0.32,3.17,Book Antiqua,9.0,34,4,0,0,No,No,Designing organizational structure,2,2,False,"[119674, 119709]"
662,List Paragraph,-0.32,3.17,Book Antiqua,9.0,27,4,0,0,No,No,Preparing resource planning,2,3,False,"[119709, 119737]"
663,List Paragraph,-0.32,3.17,Book Antiqua,9.0,30,4,0,0,No,No,Establishing management system,2,4,False,"[119737, 119768]"
664,List Paragraph,-0.32,3.17,Book Antiqua,9.0,32,5,0,0,No,No,Strategic evaluation and control,2,5,False,"[119768, 119801]"
665,lt,0.0,2.7,Arial,10.0,48,6,0,0,No,Yes,Strategy formulation and strategy implementation,0,0,False,"[119801, 119851]"
666,lt,0.0,2.7,Book Antiqua,9.5,307,45,0,0,No,No,Strategy formulation means crafting a combination of strategies and selecting the best one to achieve the organizational objectives and thereby reaching the vision of the organization. Strategy implementation refers to the execution of the selected strategy for the realization of organizational objectives.,0,0,False,"[119851, 120159]"
667,lt,0.0,2.54,Arial,10.0,32,4,0,0,No,Yes,Operationalization of strategies,0,0,False,"[120159, 120192]"
668,Normal,0.0,2.54,,9.0,301,44,0,0,No,No,Operationalization of the strategy explains the relations between strategy formulation and its implementation. It is based on the overall concept and strategic goals along with consideration of financial and regulatory framework. The following are the common components of operationalizing strategies:,0,0,False,"[120192, 120496]"
669,Normal,0.0,0.0,Book Antiqua,9.0,21,5,0,0,No,No,1.  Annual objectives,0,0,True,"[120496, 120518]"
670,Normal,0.0,0.0,Book Antiqua,9.0,23,5,0,0,No,No,2. Allocating resources,0,0,True,"[120518, 120542]"
671,Normal,0.0,0.0,Book Antiqua,9.0,24,5,0,0,No,No,3. Functional strategies,0,0,True,"[120542, 120567]"
672,List Paragraph,-0.32,0.79,Book Antiqua,9.0,20,3,0,0,Yes,No,Marketing strategies,2,1,True,"[120567, 120588]"
673,List Paragraph,-0.32,0.79,Book Antiqua,9.0,35,6,0,0,Yes,No,Production and operation strategies,2,2,True,"[120588, 120625]"
674,List Paragraph,-0.32,0.79,Book Antiqua,9.0,26,4,0,0,Yes,No,Human resources strategies,2,3,True,"[120625, 120652]"
675,List Paragraph,-0.32,0.76,Book Antiqua,9.0,37,5,0,0,Yes,No,"Research and development strategies",2,4,True,"[120652, 120688]"
676,List Paragraph,-0.32,0.76,Book Antiqua,9.0,30,5,0,0,Yes,No,Finance and account strategies,2,5,True,"[120688, 120719]"
677,List Paragraph,-0.32,0.76,Book Antiqua,9.0,29,4,0,0,Yes,No,Management information system,2,1,True,"[120719, 120749]"
678,List Paragraph,-0.32,0.76,Book Antiqua,9.0,18,3,0,0,Yes,No,General management,2,2,True,"[120749, 120768]"
679,Normal,0.0,0.0,Book Antiqua,9.0,32,7,0,0,No,No,4. Business polices and programs,0,0,True,"[120768, 120802]"
680,Normal,0.0,0.0,Book Antiqua,9.0,42,7,0,0,No,No,5. Procedures and organizational structure,0,0,True,"[120802, 120846]"
681,Normal,0.0,0.0,Book Antiqua,9.0,30,5,0,0,No,No,"6. Communicating information",0,0,True,"[120846, 120875]"
682,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[120875, 120876]"
683,lt,0.0,2.54,Arial,10.0,17,3,0,0,No,Yes,Managing conflict,0,0,False,"[120876, 120895]"
684,lt,0.0,2.54,Book Antiqua,9.0,269,41,0,0,No,No,"Managing conflict includes skillful encouragement and handling of constructive conflict on one hand and resolving or limiting dysfunctional conflict on the other. Generally, approaches of managing conflict in an organization are studied in the following two dimensions:",0,0,False,"[120895, 121167]"
685,lt,0.0,0.0,Arial,10.0,36,4,0,0,No,Yes,"Interpersonal conflict management ",0,0,True,"[121167, 121202]"
686,lt,0.0,0.0,Arial,10.0,33,4,0,0,No,Yes,"Structural conflict management ",0,0,True,"[121202, 121234]"
687,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[121234, 121235]"
688,Mb,-0.28,0.28,Arial,8.0,13,2,0,0,No,No,Accommodating,2,1,True,"[121235, 121249]"
689,Mb,-0.28,0.28,Arial,8.0,13,2,0,0,No,No,Collaborating,2,2,True,"[121249, 121263]"
690,Mb,-0.28,0.28,Arial,8.0,8,2,0,0,No,No,Avoiding,2,3,True,"[121263, 121272]"
691,Mb,-0.28,0.28,Arial,8.0,10,2,0,0,No,No,Compromise,2,4,True,"[121272, 121283]"
692,Mb,-0.28,0.28,Arial,8.0,13,2,0,0,No,No,Confrontation,2,5,True,"[121283, 121297]"
693,Mb,-0.28,0.28,Arial,8.0,22,3,0,0,No,No,"Environmental stress",2,6,True,"[121297, 121318]"
694,Mb,-0.28,0.28,Arial,8.0,32,6,0,0,No,No,Emphasizing super-ordinate goals,2,7,True,"[121318, 121351]"
695,Mb,-0.28,0.28,Arial,8.0,24,3,0,0,No,No,Reducing differentiation,2,8,True,"[121351, 121376]"
696,Mb,-0.28,0.28,Arial,8.0,39,5,0,0,No,No,Improve communication and understanding,2,9,True,"[121376, 121416]"
697,Mb,-0.28,0.28,Arial,8.0,27,4,0,0,No,No,Reduce task interdependence,2,10,True,"[121416, 121444]"
698,Mb,-0.28,0.28,Arial,8.0,20,3,0,0,No,No,Increasing resources,2,11,True,"[121444, 121465]"
699,Mb,-0.28,0.28,Arial,8.0,33,5,0,0,No,No,"Clarifying rules and procedures",2,12,True,"[121465, 121497]"
700,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[121497, 121498]"
701,lt,0.0,2.54,Arial,10.0,32,5,0,0,No,Yes,Matching strategy with structure,0,0,False,"[121498, 121532]"
702,Normal,0.0,2.54,Book Antiqua,9.0,433,64,0,0,No,No,An important component of strategy implementation is designing organizational structure for effective implementation of strategic plan. It is concerned with development of hierarchy of positions from top level to subordinate levels of management of an enterprise. The formal structure provides a framework for managers and subordinates to perform their assigned functions. It supports for systematic implementation of strategic plan.,0,0,False,"[121532, 121968]"
703,lt,0.0,2.54,Arial,10.0,33,5,0,0,No,Yes,Forms of organizational structure,0,0,False,"[121968, 122003]"
704,lt,0.0,2.54,Book Antiqua,9.5,97,15,0,0,No,No,The following are the common forms of organizational structure in different business enterprises:,0,0,False,"[122003, 122101]"
705,List Paragraph,-0.32,2.86,Book Antiqua,9.0,303,48,0,0,Yes,Yes,"Simple organization structure is the oldest and traditional type of organizational structure. Under this structure there is direct line of authority from top level to the subordinate levels through unbroken chain of authority. It this structure, subordinates are responsible to their immediate superior.",2,1,False,"[122101, 122405]"
706,List Paragraph,-0.32,2.86,Book Antiqua,9.0,552,93,0,0,Yes,Yes,"In functional organizational structure, all business activities of an enterprise are divided into a number of functions and each function is entrusted to a specialist. For, instance, the business activities of an enterprise is divided into various functions such as production, human resource, marketing, finance, research and development, purchasing etc. In the similar manner, a particular function is entrusted to a functional manager such as production function is entrusted to production manager, human resource function to human resource manager,",2,2,False,"[122405, 122959]"
707,List Paragraph,-0.32,2.86,Book Antiqua,9.0,560,96,0,0,Yes,Yes,"Divisional organization is based on multiple businesses operating within a larger organizational framework. It is used specially by those business firms that involve in production of various lines of products or services in various locations. A separate division is formed for a product line or service and all functions like production, finance, marketing, and personnel, etc. of one division are brought together under the concerned division. The divisional manager is responsible for its expenses, revenue, profits, loss and failure and success of business.",2,3,False,"[122959, 123521]"
708,List Paragraph,-0.32,2.86,Book Antiqua,9.0,618,107,0,0,Yes,No,"Matrix organization structure is a special type of problem solving form of an organization. Generally, matrix organization is formed to complete various types of project of specific and unique nature. In this structure, a major project is assigned to the project manager and he is given a team of specialists from different disciplines. The team members may be from various functional areas. This team provides support to the project manager to complete the project in a given time frame. This structure integrates the efforts of the functional and project authority to accomplish the assigned project with time frame.",2,4,False,"[123521, 124142]"
709,List Paragraph,-0.32,2.86,Book Antiqua,9.0,458,71,0,0,Yes,No,A network organizational structure is an alliance of several organizations for the purpose of producing a product or providing service to customers. It is concerned with collection of members that pursue repeated and enduring exchange relations with one another and resolve disputes that may arise during the exchange. The main objective of network structure is to eliminate unnecessary departments and to perform specialized works through outsource experts.,2,5,False,"[124142, 124602]"
710,List Paragraph,-0.32,2.86,Book Antiqua,9.0,464,76,0,0,Yes,Yes,"Committee organization is a group of people with various kinds of knowledge, which is formally constituted to solve specific problems of the enterprise. During the course of operation, many problems may arise in the enterprises and to solve such problems; the management form committees by gathering members from the various functional areas. The management takes decisions and solves problems in accordance with information and suggestions given by the committee.",2,6,False,"[124602, 125067]"
711,List Paragraph,-0.32,2.86,Book Antiqua,9.0,411,71,0,0,Yes,No,"Team based organization is an approach to organizational design that emphasizes on project type teams having little and some cases no functional hierarchy. In the team organization, works are divided into various projects or units and each project work is entrusted to a team having dedicated and efficient members. Team members work together in such a way that they utilize their skill to achieve common goals.",2,7,False,"[125067, 125481]"
712,lt,0.0,2.54,Arial,10.0,31,4,0,0,No,Yes,Restructuring and reengineering,0,0,False,"[125481, 125514]"
713,Normal,0.0,2.54,Book Antiqua,9.0,260,41,0,0,Yes,Yes,"Restructuring is the process of making significant change in organizational structure, operating system and financial framework of the company. It includes modifying various elements of internal systems of the company so that it can improve working efficiency.",0,0,False,"[125514, 125776]"
714,Normal,0.0,2.54,Book Antiqua,9.0,309,47,0,0,Yes,Yes,Reengineering is a management practice of fundamental and radical change and redesign in organizational resources and operating system to improve efficiency and effectiveness. It is essential in a condition when the current resources and efforts are insufficient for the organization to satisfy its customers.,0,0,False,"[125776, 126086]"
715,lt,0.0,2.54,Arial,10.0,41,7,0,0,No,Yes,Linking performance and pay to strategies,0,0,False,"[126086, 126129]"
716,Normal,0.0,2.54,Book Antiqua,9.0,438,72,0,0,No,No,Linking performance and pay-to-strategy is a method used by the management to reward employees to achieve specific performance goals by linking their pay with the performance levels they have achieved. This strategy is often used to make link employee behavior with organizational objectives of improving performance.  The management of many organizations use this standards-based system for evaluating employees and for setting salaries.,0,0,False,"[126129, 126569]"
717,lt,0.0,2.54,Arial,10.0,29,5,0,0,No,Yes,Managing resistance to change,0,0,False,"[126569, 126600]"
718,M5,0.0,2.54,Book Antiqua,9.0,88,14,0,0,No,No,The following factors are considered for managing resistance change in the organization:,0,0,False,"[126600, 126690]"
719,Mb,-0.28,0.28,Book Antiqua,9.0,27,4,0,0,No,No,Education and communication,2,13,True,"[126690, 126718]"
720,Mb,-0.28,0.28,Book Antiqua,9.0,13,2,0,0,No,No,Participation,2,14,True,"[126718, 126732]"
721,Mb,-0.28,0.28,Book Antiqua,9.0,26,4,0,0,No,No,"Facilitation and support",2,15,True,"[126732, 126757]"
722,Mb,-0.28,0.28,Book Antiqua,9.0,11,2,0,0,No,No,Negotiation,2,16,True,"[126757, 126769]"
723,Mb,-0.28,0.28,Book Antiqua,9.0,27,4,0,0,No,No,Manipulation and cooptation,2,17,True,"[126769, 126797]"
724,Mb,-0.28,0.28,Book Antiqua,9.0,10,2,0,0,No,No,"Coercion",2,18,True,"[126797, 126806]"
725,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[126806, 126807]"
726,lt,0.0,2.54,Arial,10.0,38,7,0,0,No,Yes,Creating a strategy supporting culture,0,0,False,"[126807, 126848]"
727,lt,0.0,2.54,Book Antiqua,9.0,119,18,0,0,No,No,The following elements should be taken into consideration for creating strategy supportive culture in the organization:,0,0,False,"[126848, 126973]"
728,Mb,-0.28,0.28,Book Antiqua,9.0,20,4,0,0,No,No,Build change culture,2,19,True,"[126973, 126994]"
729,Mb,-0.28,0.28,Book Antiqua,9.0,27,4,0,0,No,No,Fix personal accountability,2,20,True,"[126994, 127022]"
730,Mb,-0.28,0.28,Book Antiqua,9.0,21,4,0,0,No,No,Establish core values,2,21,True,"[127022, 127044]"
731,Mb,-0.28,0.28,Book Antiqua,9.0,26,4,0,0,No,No,"Training and development",2,22,True,"[127044, 127069]"
732,Mb,-0.28,0.28,Book Antiqua,9.0,30,5,0,0,No,No,Incentive based on performance,2,23,True,"[127069, 127100]"
733,Mb,-0.28,0.28,Book Antiqua,9.0,17,3,0,0,No,No,Empower employees,2,24,True,"[127100, 127118]"
734,Mb,-0.28,0.28,Book Antiqua,9.0,26,5,0,0,No,No,Identify and monitor risks,2,25,True,"[127118, 127145]"
735,Mb,-0.28,0.28,Book Antiqua,9.0,22,3,0,0,No,No,"Effective leadership",2,26,True,"[127145, 127166]"
736,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[127166, 127167]"
737,lt,0.0,2.54,Arial,10.0,23,4,0,0,No,Yes,McKinsey’s 7s Framework,0,0,False,"[127167, 127192]"
738,Normal,0.0,2.54,Book Antiqua,9.0,223,36,0,0,No,No,The Mckinsey’s 7s framework is a strategic tool that support to design structure for maintaining coordination and control over the activities of the organization. These seven elements of McKinsey’s framework are as follows:,0,0,False,"[127192, 127417]"
739,Mb,-0.28,0.28,Book Antiqua,9.0,9,2,0,0,No,No,Structure,2,27,True,"[127417, 127427]"
740,Mb,-0.28,0.28,Book Antiqua,9.0,8,2,0,0,No,No,Strategy,2,28,True,"[127427, 127436]"
741,Mb,-0.28,0.28,Book Antiqua,9.0,7,2,0,0,No,No,Systems,2,29,True,"[127436, 127444]"
742,Mb,-0.28,0.28,Book Antiqua,9.0,8,2,0,0,No,No,"Skills",2,30,True,"[127444, 127451]"
743,Mb,-0.28,0.28,Book Antiqua,9.0,6,2,0,0,No,No,Styles,2,31,True,"[127451, 127458]"
744,Mb,-0.28,0.28,Book Antiqua,9.0,5,2,0,0,No,No,Staff,2,32,True,"[127458, 127464]"
745,Mb,-0.28,0.28,Book Antiqua,9.0,13,3,0,0,No,No,Shared Values,2,33,True,"[127464, 127478]"
746,Mb,0.0,0.0,Book Antiqua,9.0,1,1,0,0,No,No,,0,0,True,"[127478, 127479]"
747,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[127479, 127480]"
748,M1,-1.33,1.27,CG Omega,15.0,8,2,0,0,No,Yes,Exercise,0,0,False,"[127480, 127490]"
749,Ma,-0.63,2.54,,9999999.0,26,5,0,0,No,Yes,((( Brief Answer Questions,0,0,False,"[127490, 127518]"
750,q,-0.75,0.75,Book Antiqua,9.0,47,12,1,0,No,No,1.	What do you mean by strategy implementation?,0,0,False,"[127518, 127566]"
751,q,-0.75,0.75,Book Antiqua,9.0,49,10,1,0,No,No,2.	Mention the process of strategy implementation,0,0,False,"[127566, 127617]"
752,q,-0.75,0.75,Book Antiqua,9.0,78,15,1,0,No,No,3.	 Mention two different between strategy formulation and strategy implement.,0,0,False,"[127617, 127697]"
753,q,-0.75,0.75,Book Antiqua,9.0,36,11,1,0,No,No,4.	What do mean by simple structure?,0,0,False,"[127697, 127735]"
754,q,-0.75,0.75,Book Antiqua,9.0,34,8,1,0,No,No,5.	Introduce functional structure.,0,0,False,"[127735, 127771]"
755,q,-0.75,0.75,Book Antiqua,9.0,51,12,1,0,No,No,6.	What do you understand the divisional structure?,0,0,False,"[127771, 127824]"
756,q,-0.75,0.75,Book Antiqua,9.0,28,9,1,0,No,No,7.	What is matrix structure?,0,0,False,"[127824, 127854]"
757,q,-0.75,0.75,Book Antiqua,9.0,44,12,1,0,No,No,8.	What do you mean by network organization?,0,0,False,"[127854, 127900]"
758,q,-0.75,0.75,Book Antiqua,9.0,31,10,1,0,No,No,9.	Define team-based structure.,0,0,False,"[127900, 127933]"
759,q,-0.75,0.75,Book Antiqua,9.0,53,13,1,0,No,No,10.	What do mean by matching strategy with structure.,0,0,False,"[127933, 127988]"
760,q,-0.75,0.75,Book Antiqua,9.0,66,12,1,0,No,No,11.	Mention any four interpersonal conflict management approaches.,0,0,False,"[127988, 128056]"
761,q,-0.75,0.75,Book Antiqua,9.0,61,12,1,0,No,No,12.	Write any four structural conflict management approaches.,0,0,False,"[128056, 128119]"
762,q,-0.75,0.75,Book Antiqua,9.0,41,11,1,0,No,No,13.	What is the meaning of restructuring?,0,0,False,"[128119, 128162]"
763,q,-0.75,0.75,Book Antiqua,9.0,38,11,1,0,No,No,14.	What do you mean by reengineering?,0,0,False,"[128162, 128202]"
764,q,-0.75,0.75,Book Antiqua,9.0,67,12,1,0,No,No,15.	Write four differences between restructuring and reengineering.,0,0,False,"[128202, 128271]"
765,q,-0.75,0.75,Book Antiqua,9.0,62,15,1,0,No,No,16.	What do mean by linking performance and pay to strategies.,0,0,False,"[128271, 128335]"
766,q,-0.75,0.75,Book Antiqua,9.0,59,13,1,0,No,No,17.	Mention any four factors managing resistance to change.,0,0,False,"[128335, 128396]"
767,q,-0.75,0.75,Book Antiqua,9.0,77,15,1,0,No,No,18.	Write any four considerations for creating a strategy supporting culture.,0,0,False,"[128396, 128475]"
768,q,-0.75,0.75,Book Antiqua,9.0,48,11,1,0,No,No,19.	Mention elements of McKinsey’s 7s framework.,0,0,False,"[128475, 128525]"
